,ID,Year,District_code,District_name_chi,Constituency_code,Constituency_name,Candidate_name,Candidate_alias,Gender,Age,Occupation,Win_or_not,Uncontested_or_not,Political affiliation,Camp,Votes,Percentage_of_votes_obtained,得票率 估算
1999李思洪,1999F08李思洪,1999,F,深水埗,F08,南昌西,李思洪,,男,39,廣告設計,,,民建聯,建,564,24.26,
1999陳鏡秋,1999F09陳鏡秋,1999,F,深水埗,F09,麗閣,陳鏡秋,,男,50,社團行政人員,,,,建,1099,24.69,
1999黃仲棋,1999F09黃仲棋,1999,F,深水埗,F09,麗閣,黃仲棋,,男,34,全職議員,Y,,民主黨,泛,1782,40.04,
1999李偉豪,1999F09李偉豪,1999,F,深水埗,F09,麗閣,李偉豪,,男,26,社區工作,,,民協,泛,1557,34.98,
1999陸嘉名,1999F10陸嘉名,1999,F,深水埗,F10,元州,陸嘉名,,男,35,康體事務主任,Y,,民主黨,泛,1285,42.51,
1999覃德誠,1999F10覃德誠,1999,F,深水埗,F10,元州,覃德誠,,男,24,社區工作,,,民協,泛,1208,39.96,
1999魏浩然,1999F10魏浩然,1999,F,深水埗,F10,元州,魏浩然,,男,57,學校技術員,,,民建聯,建,516,17.07,
1999馬旗,1999F11馬旗,1999,F,深水埗,F11,荔枝角,馬旗,,男,45,藥劑師,Y,,民主黨,泛,840,61.9,
1999劉志明,1999F11劉志明,1999,F,深水埗,F11,荔枝角,劉志明,,男,41,安全稽核師,,,民建聯,建,509,37.51,
1999王德全,1999F12王德全,1999,F,深水埗,F12,美孚,王德全,,男,37,電台監製,,,民主黨,泛,1017,48.89,
1999曾有發,1999F12曾有發,1999,F,深水埗,F12,美孚,曾有發,,男,50,高級經理,Y,,民建聯,建,1048,50.38,
1999譚國雄,1999F13譚國雄,1999,F,深水埗,F13,荔灣,譚國雄,,男,55,營業經理,Y,,,其他,1280,57.89,
1999陳松光,1999F13陳松光,1999,F,深水埗,F13,荔灣,陳松光,,男,34,行政經理,,,民主黨,泛,907,41.02,
1999張永森,1999F14張永森,1999,F,深水埗,F14,清荔,張永森,,男,49,律師／公司董事,Y,,,其他,2142,80.56,
1999陳均超,1999F14陳均超,1999,F,深水埗,F14,清荔,陳均超,,男,39,珠寶業,,,民主黨,泛,491,18.47,
1999柳傑翹,1999F15柳傑翹,1999,F,深水埗,F15,澤安,柳傑翹,,女,35,資訊科技顧問,,,民主黨,泛,245,13.53,
1999譚國僑,1999F15譚國僑,1999,F,深水埗,F15,澤安,譚國僑,,男,42,全職區議員,Y,,民協,泛,1548,85.48,
1999任紹偉,1999F16任紹偉,1999,F,深水埗,F16,蘇屋,任紹偉,,男,44,工程顧問,,,民主黨,泛,680,20.23,
1999陳裕榮,1999F16陳裕榮,1999,F,深水埗,F16,蘇屋,陳裕榮,,男,43,營業主任,,,民協,泛,1069,31.8,
1999陳偉明,1999F16陳偉明,1999,F,深水埗,F16,蘇屋,陳偉明,,男,31,地區統籌主任,Y,,民建聯,建,1595,47.44,
1999符偉樂,1999F17符偉樂,1999,F,深水埗,F17,李鄭屋,符偉樂,,男,36,全議員,,,民主黨,泛,849,19.93,
1999陳人鑑,1999F17陳人鑑,1999,F,深水埗,F17,李鄭屋,陳人鑑,,男,39,勞工服務工作者,,,民協,泛,1558,36.58,
1999符樹雲,1999F17符樹雲,1999,F,深水埗,F17,李鄭屋,符樹雲,,男,41,行政人員,Y,,民建聯,建,1834,43.06,
1999甄啟榮,1999F18甄啟榮,1999,F,深水埗,F18,白田,甄啟榮,,男,33,全職議員,Y,,民協,泛,2690,73.32,
1999黃尉聰,1999F18黃尉聰,1999,F,深水埗,F18,白田,黃尉聰,,男,39,社區幹事,,,民建聯,建,965,26.3,
1999梁錦滔,1999F19梁錦滔,1999,F,深水埗,F19,大坑東及又一村,梁錦滔,,男,42,社工,Y,,民協,泛,1294,65.72,
1999梁錦培,1999F19梁錦培,1999,F,深水埗,F19,大坑東及又一村,梁錦培,,男,35,消防工程,,,民建聯,建,660,33.52,
1999王桂雲,1999F20王桂雲,1999,F,深水埗,F20,南山,王桂雲,,女,58,全職區議員,Y,,民協,泛,1909,72.15,
1999朱嘉鳴,1999F20朱嘉鳴,1999,F,深水埗,F20,南山,朱嘉鳴,,女,23,議員助理,,,民建聯,建,718,27.14,
1999馮檢基,1999F21馮檢基,1999,F,深水埗,F21,石硤尾,馮檢基,,男,46,港大通識教育統籌主任,Y,Uncontested,民協,泛,,,
1999陸偉綱,1999G01陸偉綱,1999,G,九龍城,G01,馬頭圍,陸偉綱,,男,45,公司執行董事,,,,其他,1118,39.69,
1999莫嘉嫻,1999G01莫嘉嫻,1999,G,九龍城,G01,馬頭圍,莫嘉嫻,,女,27,社區幹事,Y,,民協,泛,1687,59.89,
1999潘志文,1999G02潘志文,1999,G,九龍城,G02,馬坑涌,潘志文,,男,42,工程技術員,,,,泛,482,28.98,
1999尹才榜,1999G02尹才榜,1999,G,九龍城,G02,馬坑涌,尹才榜,,男,56,社會服務行政人員,Y,,民建聯,建,1175,70.66,
1999李蓮,1999G03李蓮,1999,G,九龍城,G03,馬頭角,李蓮,,女,51,公司經理,Y,,,其他,1418,66.79,
1999陳麗君,1999G03陳麗君,1999,G,九龍城,G03,馬頭角,陳麗君,,女,47,社區幹事,,,民主黨,泛,694,32.69,
1999鄧寶匡,1999G04鄧寶匡,1999,G,九龍城,G04,樂民,鄧寶匡,,男,59,校長,Y,Uncontested,港進聯,建,,,
1999蔡麗玲,1999G05蔡麗玲,1999,G,九龍城,G05,常樂,蔡麗玲,,女,34,議員助理,,,民主黨,泛,1304,41.81,
1999王紹爾,1999G05王紹爾,1999,G,九龍城,G05,常樂,王紹爾,,男,46,行政管理人員,Y,,港進聯,建,1799,57.68,
1999伍精民,1999G06伍精民,1999,G,九龍城,G06,何文田,伍精民,,男,51,行政總裁,Y,Uncontested,,其他,,,
1999陳景煌,1999G07陳景煌,1999,G,九龍城,G07,嘉道理,陳景煌,,男,50,全職議員,Y,,,建,956,49.15,
1999甄為堅,1999G07甄為堅,1999,G,九龍城,G07,嘉道理,甄為堅,甄頌天,男,44,商人,,,,其他,171,8.79,
1999陳健成,1999G07陳健成,1999,G,九龍城,G07,嘉道理,陳健成,,男,39,資訊管理顧問,,,民主黨,泛,809,41.59,
1999林月秀,1999G08林月秀,1999,G,九龍城,G08,太子,林月秀,,女,44,教育學院導師,,,一二三,泛,491,32.93,
1999黃以謙,1999G08黃以謙,1999,G,九龍城,G08,太子,黃以謙,,男,34,醫生,Y,,自由黨,建,984,66,
1999劉美珍,1999G09劉美珍,1999,G,九龍城,G09,九龍塘,劉美珍,,女,31,研究生／社工,,,港進聯,建,511,33.42,
1999何顯明,1999G09何顯明,1999,G,九龍城,G09,九龍塘,何顯明,,男,45,工程經理,Y,,自由黨,建,993,64.94,
1999李華南,1999G10李華南,1999,G,九龍城,G10,龍城,李華南,,男,56,義工,,,,其他,416,25.38,
1999任枝明,1999G10任枝明,1999,G,九龍城,G10,龍城,任枝明,,男,45,執業大律師,,,,建,446,27.21,
1999李卓藩,1999G10李卓藩,1999,G,九龍城,G10,龍城,李卓藩,,男,55,校長,Y,,自由黨,建,760,46.37,
1999許清波,1999G11許清波,1999,G,九龍城,G11,啓德,許清波,,男,48,文員,,,民建聯,建,729,41.8,
1999朱初昇,1999G11朱初昇,1999,G,九龍城,G11,啓德,朱初昇,,男,42,稅務顧問,Y,,港進聯,建,992,56.88,
1999麥勁麟,1999G12麥勁麟,1999,G,九龍城,G12,海心,麥勁麟,,男,56,小學校長,Y,,港進聯,建,1214,55.03,
1999梁潤養,1999G12梁潤養,1999,G,九龍城,G12,海心,梁潤養,,男,50,社區幹事,,,自由黨,建,964,43.7,
1999李慧琼,1999G13李慧琼,1999,G,九龍城,G13,土瓜灣北,李慧琼,,女,25,會計經理,Y,,,其他,965,69.73,
1999林明,1999G13林明,1999,G,九龍城,G13,土瓜灣北,林明,,男,50,行政人員,,,港進聯,建,402,29.05,
1999文德全,1999G14文德全,1999,G,九龍城,G14,土瓜灣南,文德全,,男,33,公司董事,Y,,民主黨,泛,592,43.72,
1999柯穎基,1999G14柯穎基,1999,G,九龍城,G14,土瓜灣南,柯穎基,,男,43,公司董事,,,民建聯,建,341,25.18,
1999朱容,1999G14朱容,1999,G,九龍城,G14,土瓜灣南,朱容,朱榕,女,36,中國法律顧問,,,港進聯,建,409,30.21,
1999蕭婉嫦,1999G15蕭婉嫦,1999,G,九龍城,G15,鶴園,蕭婉嫦,,女,56,公司董事,Y,Uncontested,港進聯,建,,,
1999陳家偉,1999G16陳家偉,1999,G,九龍城,G16,黃埔東,陳家偉,,男,36,勞工研究主任,Y,,民主黨,泛,1063,46.77,
1999徐紅英,1999G16徐紅英,1999,G,九龍城,G16,黃埔東,徐紅英,,女,49,行政管理人員,,,民建聯,建,908,39.95,
1999羅少雄,1999G16羅少雄,1999,G,九龍城,G16,黃埔東,羅少雄,,男,41,行政總監,,,自由黨,建,282,12.41,
1999劉偉榮,1999G17劉偉榮,1999,G,九龍城,G17,黃埔西,劉偉榮,,男,48,全職區議員,Y,,,建,1149,57.85,
1999林健文,1999G17林健文,1999,G,九龍城,G17,黃埔西,林健文,,男,41,律師,,,民主黨,泛,831,41.84,
1999黎銘洪,1999G18黎銘洪,1999,G,九龍城,G18,紅磡灣,黎銘洪,,男,59,大廈總管,,,,其他,161,6.94,
1999馮競文,1999G18馮競文,1999,G,九龍城,G18,紅磡灣,馮競文,,女,52,全職區議員,Y,,民主黨,泛,1244,53.62,
1999郭錦明,1999G18郭錦明,1999,G,九龍城,G18,紅磡灣,郭錦明,,男,39,高級壽險顧問,,,民建聯,建,897,38.66,
1999陳仲維,1999G19陳仲維,1999,G,九龍城,G19,紅磡,陳仲維,,男,36,游泳教練／廣告演員,,,,建,476,32.25,
1999葉志堅,1999G19葉志堅,1999,G,九龍城,G19,紅磡,葉志堅,,男,61,營業經理,Y,,民建聯,建,969,65.65,
1999劉定幫,1999G20劉定幫,1999,G,九龍城,G20,家維,劉定幫,劉定邦,男,49,電機工程經理,Y,,民主黨,泛,1501,51.63,
1999陳乃裕,1999G20陳乃裕,1999,G,九龍城,G20,家維,陳乃裕,,男,69,全職議員,,,自由黨,建,1383,47.57,
1999劉達初,1999G21劉達初,1999,G,九龍城,G21,愛谷,劉達初,,男,52,社區幹事,Y,,民建聯,建,1515,51.48,
1999陳聖光,1999G21陳聖光,1999,G,九龍城,G21,愛谷,陳聖光,,男,52,社會服務機構主管,,,自由黨,建,1384,47.03,
1999何根源,1999G22何根源,1999,G,九龍城,G22,愛俊,何根源,,男,57,文員,,,,其他,333,10.08,
1999曹紹強,1999G22曹紹強,1999,G,九龍城,G22,愛俊,曹紹強,,男,55,董事經理,,,民建聯,建,976,29.56,
1999蔣世昌,1999G22蔣世昌,1999,G,九龍城,G22,愛俊,蔣世昌,,男,43,教育行政,Y,,自由黨,建,1952,59.12,
1999黃金池,1999H01黃金池,1999,H,黃大仙,H01,龍趣,黃金池,,男,51,公司董事,Y,Uncontested,,建,,,
1999郭嘉炎,1999H02郭嘉炎,1999,H,黃大仙,H02,龍啟,郭嘉炎,,男,46,經理,,,,建,1273,33.8,
1999郭秀英,1999H02郭秀英,1999,H,黃大仙,H02,龍啟,郭秀英,,女,39,社會工作者,Y,,,其他,1854,49.23,
1999陳錦文,1999H02陳錦文,1999,H,黃大仙,H02,龍啟,陳錦文,,男,51,經理,,,,建,621,16.49,
1999陳炎光,1999H03陳炎光,1999,H,黃大仙,H03,龍上,陳炎光,,男,29,書籍出版,,,,其他,846,27.71,
1999林文輝,1999H03林文輝,1999,H,黃大仙,H03,龍上,林文輝,,男,43,全職議員,Y,,民建聯,建,2190,71.73,
1999譚權,1999H04譚權,1999,H,黃大仙,H04,鳳凰,譚權,,男,69,珠寶商人,Y,,民主黨,泛,980,61.75,
1999陳靜霞,1999H04陳靜霞,1999,H,黃大仙,H04,鳳凰,陳靜霞,,女,44,地區幹事,,,民建聯,建,596,37.56,
1999鍾振權,1999H05鍾振權,1999,H,黃大仙,H05,鳳德,鍾振權,,男,53,經理,,,,其他,544,10.94,
1999李國強,1999H05李國強,1999,H,黃大仙,H05,鳳德,李國強,,男,37,全職議員,,,民主黨,泛,1834,36.88,
1999簡志豪,1999H05簡志豪,1999,H,黃大仙,H05,鳳德,簡志豪,,男,53,行政人員,Y,,民建聯,建,2573,51.74,
1999蔡六乘,1999H06蔡六乘,1999,H,黃大仙,H06,鑽石山,蔡六乘,,男,54,商人,Y,,,建,1947,58.03,
1999葉添強,1999H06葉添強,1999,H,黃大仙,H06,鑽石山,葉添強,,男,40,工程安全督導,,,民主黨,泛,1391,41.46,
1999李達仁,1999H07李達仁,1999,H,黃大仙,H07,新蒲崗,李達仁,,男,56,行政人員,Y,,,建,1364,55.9,
1999劉山青,1999H07劉山青,1999,H,黃大仙,H07,新蒲崗,劉山青,,男,46,福利工作員,,,民主黨,泛,1062,43.52,
1999馮光中,1999H08馮光中,1999,H,黃大仙,H08,東頭,馮光中,,男,61,小學校長,Y,Uncontested,,建,,,
1999莫應帆,1999H09莫應帆,1999,H,黃大仙,H09,東美,莫應帆,,男,48,中醫,Y,Uncontested,民協,泛,,,
1999陳偉坤,1999H10陳偉坤,1999,H,黃大仙,H10,樂富,陳偉坤,,男,39,高級壽險代理,,,,建,1598,47.35,
1999羅照輝,1999H10羅照輝,1999,H,黃大仙,H10,樂富,羅照輝,,男,45,公司董事,Y,,,泛,1759,52.12,
1999廖成利,1999H11廖成利,1999,H,黃大仙,H11,橫頭磡,廖成利,,男,41,律師,,,民協,泛,1829,45.94,
1999黎榮浩,1999H11黎榮浩,1999,H,黃大仙,H11,橫頭磡,黎榮浩,,男,26,助理地區統籌主任,Y,,民建聯,建,2122,53.3,
1999陳安泰,1999H12陳安泰,1999,H,黃大仙,H12,天強,陳安泰,,男,46,工程公司東主,Y,,民主黨,泛,2218,58.22,
1999何耀南,1999H12何耀南,1999,H,黃大仙,H12,天強,何耀南,,男,40,的士商,,,民建聯,建,1560,40.94,
1999李德康,1999H13李德康,1999,H,黃大仙,H13,翠竹及鵬程,李德康,,男,44,行政經理,Y,Uncontested,民建聯,建,,,
1999許錦成,1999H14許錦成,1999,H,黃大仙,H14,竹園南,許錦成,,男,39,兼職社工導師,Y,,民協,泛,2697,75.23,
1999梁社榮,1999H14梁社榮,1999,H,黃大仙,H14,竹園南,梁社榮,,男,48,裝修公司東主,,,民建聯,建,866,24.16,
1999何新華,1999H15何新華,1999,H,黃大仙,H15,竹園中,何新華,,男,38,議員助理,,,,建,964,33.24,
1999陶君行,1999H15陶君行,1999,H,黃大仙,H15,竹園中,陶君行,,男,33,公司行政人員,Y,,民主黨,泛,1923,66.31,
1999何漢文,1999H16何漢文,1999,H,黃大仙,H16,竹園北,何漢文,,男,34,營業經理,Y,,,建,1340,38.62,
1999龐嘉敏,1999H16龐嘉敏,1999,H,黃大仙,H16,竹園北,龐嘉敏,,女,53,社區幹事,,,民協,泛,975,28.1,
1999馮梁貴平,1999H16馮梁貴平,1999,H,黃大仙,H16,竹園北,馮梁貴平,,女,48,全職區議員,,,民建聯,建,1126,32.45,
1999楊勵賢,1999H17楊勵賢,1999,H,黃大仙,H17,慈雲西,楊勵賢,,女,69,教育,,,,其他,1065,37.73,
1999范偉強,1999H17范偉強,1999,H,黃大仙,H17,慈雲西,范偉強,,男,42,電器工程人員,,,,其他,461,16.33,
1999譚月萍,1999H17譚月萍,1999,H,黃大仙,H17,慈雲西,譚月萍,,女,36,議員辦事處總幹事,Y,,民主黨,泛,1282,45.41,
1999鄭德健,1999H18鄭德健,1999,H,黃大仙,H18,慈雲東,鄭德健,,男,61,中學校長,Y,,,建,1680,76.43,
1999霍佩儀,1999H18霍佩儀,1999,H,黃大仙,H18,慈雲東,霍佩儀,,女,49,保險經理,,,,其他,495,22.52,
1999鄭炳均,1999H19鄭炳均,1999,H,黃大仙,H19,慈雲北,鄭炳均,,男,37,物業管理員,,,,其他,814,22.04,
1999姚蕭成,1999H19姚蕭成,1999,H,黃大仙,H19,慈雲北,姚蕭成,姚紹成,男,66,全職議員,Y,,,建,1546,41.86,
1999林炳釗,1999H19林炳釗,1999,H,黃大仙,H19,慈雲北,林炳釗,,男,39,工程經理,,,民主黨,泛,1315,35.61,
1999胡志偉,1999H20胡志偉,1999,H,黃大仙,H20,瓊富,胡志偉,,男,37,市政局議員,Y,,民主黨,泛,2605,64.54,
1999陳秋帆,1999H20陳秋帆,1999,H,黃大仙,H20,瓊富,陳秋帆,,男,69,全職區議員,,,民建聯,建,1419,35.16,
1999顧錦榮,1999H21顧錦榮,1999,H,黃大仙,H21,彩雲東,顧錦榮,,男,47,的士司機,,,,其他,367,15.68,
1999盧兆華,1999H21盧兆華,1999,H,黃大仙,H21,彩雲東,盧兆華,,男,47,議員助理,Y,,工聯會,建,1074,45.88,
1999鍾祖康,1999H21鍾祖康,1999,H,黃大仙,H21,彩雲東,鍾祖康,,男,34,電腦網上教學研究統籌,,,民主黨,泛,882,37.68,
1999陳利成,1999H22陳利成,1999,H,黃大仙,H22,彩雲南,陳利成,,男,33,社會服務機構行政助理,Y,Uncontested,民主黨,泛,,,
1999楊石娣,1999H23楊石娣,1999,H,黃大仙,H23,彩雲西,楊石娣,,女,47,保險,,,,建,1294,48.98,
1999徐百弟,1999H23徐百弟,1999,H,黃大仙,H23,彩雲西,徐百弟,,男,47,全職區議員,Y,,民主黨,泛,1331,50.38,
1999周冠民,1999H24周冠民,1999,H,黃大仙,H24,池彩,周冠民,,男,36,執業西醫,,,,其他,1046,35.14,
1999何賢輝,1999H24何賢輝,1999,H,黃大仙,H24,池彩,何賢輝,,男,43,社會工作者,Y,,民建聯,建,1911,64.19,
1999阮秋,1999H25阮秋,1999,H,黃大仙,H25,彩虹,阮秋,,男,75,酒樓東主,,,,其他,1465,46.4,
1999劉嘉華,1999H25劉嘉華,1999,H,黃大仙,H25,彩虹,劉嘉華,劉家華,男,53,醫藥醫療諮詢指導,Y,,,泛,1679,53.18,
1999陳華裕,1999J01陳華裕,1999,J,觀塘,J01,觀塘中心,陳華裕,,男,41,中學校長,Y,,,建,949,64.38,
1999林健培,1999J01林健培,1999,J,觀塘,J01,觀塘中心,林健培,,男,39,律師,,,,其他,515,34.94,
1999潘任惠珍,1999J02潘任惠珍,1999,J,觀塘,J02,九龍灣,潘任惠珍,,女,45,全職區議員,Y,,,其他,1091,58.56,
1999陳再綱,1999J02陳再綱,1999,J,觀塘,J02,九龍灣,陳再綱,,男,26,社會福利機構個案主任,,,民建聯,建,753,40.42,
1999歐玉霞,1999J03歐玉霞,1999,J,觀塘,J03,啟業,歐玉霞,,女,40,社會工作者,Y,,民主黨,泛,2060,67.99,
1999譚偉良,1999J03譚偉良,1999,J,觀塘,J03,啟業,譚偉良,,男,42,營業經理,,,民建聯,建,958,31.62,
1999顏錫泉,1999J04顏錫泉,1999,J,觀塘,J04,麗晶,顏錫泉,,男,51,公司董事,,,,其他,506,14.42,
1999潘進源,1999J04潘進源,1999,J,觀塘,J04,麗晶,潘進源,,男,48,公司董事,Y,,,建,1939,55.27,
1999廖能富,1999J04廖能富,1999,J,觀塘,J04,麗晶,廖能富,,男,42,園藝經理,,,民主黨,泛,1039,29.62,
1999林森成,1999J05林森成,1999,J,觀塘,J05,坪石,林森成,,男,56,全職區議員,,,民主黨,泛,2080,49.25,
1999陳鑑林,1999J05陳鑑林,1999,J,觀塘,J05,坪石,陳鑑林,,男,50,全職議員,Y,,民建聯,建,2128,50.39,
1999李寧,1999J06李寧,1999,J,觀塘,J06,佐敦谷,李寧,,女,45,社會工作者,Y,,民主黨,泛,1783,54.29,
1999陳美娟,1999J06陳美娟,1999,J,觀塘,J06,佐敦谷,陳美娟,,女,41,議員辦事處幹事,,,民建聯,建,1476,44.95,
1999李華明,1999J07李華明,1999,J,觀塘,J07,順天西,李華明,,男,44,全職議員,,,民主黨,泛,1650,46.91,
1999郭必錚,1999J07郭必錚,1999,J,觀塘,J07,順天西,郭必錚,,男,42,全職議員,Y,,民建聯,建,1846,52.49,
1999劉漢民,1999J08劉漢民,1999,J,觀塘,J08,雙順,劉漢民,,男,55,社區工作者,,,,建,1470,42.65,
1999羅俊毅,1999J08羅俊毅,1999,J,觀塘,J08,雙順,羅俊毅,,男,37,保險行業經理,Y,,民主黨,泛,1962,56.92,
1999鍾榮光,1999J09鍾榮光,1999,J,觀塘,J09,利安,鍾榮光,,男,55,公司總經理,,,,建,1407,41.26,
1999蔡澤鴻,1999J09蔡澤鴻,1999,J,觀塘,J09,利安,蔡澤鴻,,男,31,區議員,Y,,,泛,1979,58.04,
1999何偉途,1999J10何偉途,1999,J,觀塘,J10,順天東,何偉途,,男,41,營業經理,Y,,民主黨,泛,2072,59.22,
1999林亨利,1999J10林亨利,1999,J,觀塘,J10,順天東,林亨利,,男,31,工業安全顧問 公司董事,,,民建聯,建,1411,40.33,
1999張國長,1999J11張國長,1999,J,觀塘,J11,秀茂坪北,張國長,張偉龍,男,43,營業經理,,,民主黨,泛,1242,36.69,
1999麥富寧,1999J11麥富寧,1999,J,觀塘,J11,秀茂坪北,麥富寧,,男,55,全職區議員,Y,,民建聯,建,2107,62.25,
1999蘇麗珍,1999J12蘇麗珍,1999,J,觀塘,J12,曉麗,蘇麗珍,,女,36,保險／顧問經理,Y,,,其他,2965,61.01,
1999蘇家豪,1999J12蘇家豪,1999,J,觀塘,J12,曉麗,蘇家豪,,男,33,工程公司經理,,,民主黨,泛,1858,38.23,
1999林健國,1999J13林健國,1999,J,觀塘,J13,秀茂坪南,林健國,,男,53,全職區議員,,,,建,921,25.86,
1999伍兆祥,1999J13伍兆祥,1999,J,觀塘,J13,秀茂坪南,伍兆祥,,男,64,全職議員,Y,,,建,2604,73.13,
1999黃華舜,1999J14黃華舜,1999,J,觀塘,J14,興田,黃華舜,,男,40,社會工作者,Y,,,其他,2150,81.78,
1999謝婉嫻,1999J14謝婉嫻,1999,J,觀塘,J14,興田,謝婉嫻,,女,51,社區服務工作者,,,,建,459,17.46,
1999陳汶堅,1999J15陳汶堅,1999,J,觀塘,J15,德田,陳汶堅,,男,34,電機工程經理,Y,,民主黨,泛,1949,65.69,
1999陳君銘,1999J15陳君銘,1999,J,觀塘,J15,德田,陳君銘,,男,24,助理統籌主任,,,民建聯,建,1009,34.01,
1999鄧志明,1999J16鄧志明,1999,J,觀塘,J16,藍田,鄧志明,,男,38,廣告公司經理,,,民主黨,泛,977,37.82,
1999陳德明,1999J16陳德明,1999,J,觀塘,J16,藍田,陳德明,,男,36,資訊科技服務行政人員,Y,,民建聯,建,1580,61.17,
1999陳子強,1999J17陳子強,1999,J,觀塘,J17,廣德,陳子強,,男,23,社工,,,民主黨,泛,616,19.02,
1999柯創盛,1999J17柯創盛,1999,J,觀塘,J17,廣德,柯創盛,,男,26,社區工作者,Y,,民建聯,建,2597,80.18,
1999陳昌,1999J18陳昌,1999,J,觀塘,J18,平田,陳昌,,男,45,月刊總編輯,Y,,,其他,1896,59.98,
1999姚卓雄,1999J18姚卓雄,1999,J,觀塘,J18,平田,姚卓雄,,男,51,全職區議員,,,民建聯,建,1235,39.07,
1999鄧志豪,1999J19鄧志豪,1999,J,觀塘,J19,康栢,鄧志豪,,男,32,全職議員,Y,,民主黨,泛,1715,57.13,
1999馬麗琼,1999J19馬麗琼,1999,J,觀塘,J19,康栢,馬麗琼,麗瓊,女,45,教師,,,民建聯,建,1261,42.01,
1999范偉光,1999J20范偉光,1999,J,觀塘,J20,油塘四山,范偉光,,男,57,交通從業員,Y,,,其他,2229,67.2,
1999馮煥然,1999J20馮煥然,1999,J,觀塘,J20,油塘四山,馮煥然,,男,53,綜合保險顧問,,,民主黨,泛,1071,32.29,
1999錢正民,1999J21錢正民,1999,J,觀塘,J21,麗港,錢正民,,男,43,行政人員,Y,,民主黨,泛,1375,53.65,
1999陳啟榮,1999J21陳啟榮,1999,J,觀塘,J21,麗港,陳啟榮,,男,48,律師／客座講師,,,民建聯,建,1152,44.95,
1999吳重德,1999J22吳重德,1999,J,觀塘,J22,景田,吳重德,,男,45,教師,Y,,,建,994,53.33,
1999吳兆華,1999J22吳兆華,1999,J,觀塘,J22,景田,吳兆華,,男,51,電子貿易經理,,,民建聯,建,851,45.65,
1999陳岫雲,1999J23陳岫雲,1999,J,觀塘,J23,翠屏南,陳岫雲,,女,53,證券從業員,,,,其他,1000,29.21,
1999馮美雲,1999J23馮美雲,1999,J,觀塘,J23,翠屏南,馮美雲,,女,46,營業經理,Y,,,其他,1733,50.61,
